# s_m, x_m, y_m, psi_rad, kappa_radpm, vx_mps, ax_mps2
523.9625011, 144.7050262, -25.0993300, 2.1105525, -0.0007287, 33.3803574, 1.1215690
524.9624295, 143.8470654, -25.6129073, 2.1098216, -0.0007333, 33.4139377, 1.1131579
525.9623580, 142.9887296, -26.1258546, 2.1090861, -0.0007379, 33.4472329, 1.1048098
526.9622864, 142.1300149, -26.6381689, 2.1083460, -0.0007425, 33.4802457, 1.0965243
527.9622149, 141.2709194, -27.1498459, 2.1076013, -0.0007471, 33.5129788, 1.0883010
528.9621433, 140.4114433, -27.6608801, 2.1068517, -0.0007521, 33.5454347, 1.0801393
529.9620717, 139.5515825, -28.1712682, 2.1060972, -0.0007571, 33.5776163, 1.0720388
530.9620002, 138.6913346, -28.6810056, 2.1053376, -0.0007622, 33.6095260, 1.0639991
531.9619286, 137.8307001, -29.1900861, 2.1045722, -0.0007687, 33.6411665, 1.0560197
532.9618570, 136.9696737, -29.6985054, 2.1038002, -0.0007754, 33.6725403, 1.0481001
533.9617855, 136.1082523, -30.2062575, 2.1030216, -0.0007820, 33.7036500, 1.0402399
534.9617139, 135.2464361, -30.7133347, 2.1022361, -0.0007889, 33.7344980, 1.0324387
535.9616424, 134.3842192, -31.2197324, 2.1014438, -0.0007959, 33.7650868, 1.0246959
536.9615708, 133.5215983, -31.7254445, 2.1006444, -0.0008029, 33.7954188, 1.0170113
537.9614992, 132.6585739, -32.2304625, 2.0998381, -0.0008099, 33.8254964, 1.0093842
538.9614277, 131.7951399, -32.7347821, 2.0990248, -0.0008168, 33.8553220, 1.0018144
539.9613561, 130.9312930, -33.2383971, 2.0982046, -0.0008238, 33.8848980, 0.9943013
540.9612845, 130.0670338, -33.7412989, 2.0973772, -0.0008309, 33.9142267, 0.9868446
541.9612130, 129.2023560, -34.2434830, 2.0965428, -0.0008381, 33.9433104, 0.9794438
542.9611414, 128.3372563, -34.7449431, 2.0957012, -0.0008453, 33.9721514, 0.9720985
543.9610699, 127.4717356, -35.2456703, 2.0948521, -0.0008530, 34.0007519, 0.9648083
544.9609983, 126.6057868, -35.7456598, 2.0939952, -0.0008609, 34.0291141, 0.9575727
545.9609267, 125.7394066, -36.2449044, 2.0931305, -0.0008687, 34.0572403, 0.9503914
546.9608552, 124.8725958, -36.7433947, 2.0922579, -0.0008766, 34.0851326, 0.9432640
547.9607836, 124.0053471, -37.2411259, 2.0913775, -0.0008844, 34.1127931, 0.9361900
548.9607120, 123.1376569, -37.7380907, 2.0904892, -0.0008923, 34.1402241, 0.9291691
549.9606405, 122.2695268, -38.2342796, 2.0895932, -0.0008997, 34.1674276, 0.9222008
550.9605689, 121.4009492, -38.7296880, 2.0886899, -0.0009071, 34.1944056, 0.9152848
551.9604974, 120.5319209, -39.2243094, 2.0877793, -0.0009144, 34.2211603, 0.9084207
552.9604258, 119.6624440, -39.7181342, 2.0868613, -0.0009217, 34.2476937, 0.9016080
553.9603542, 118.7925108, -40.2111584, 2.0859361, -0.0009289, 34.2740078, 0.8948464
554.9602827, 117.9221182, -40.7033753, 2.0850037, -0.0009361, 34.3001046, 0.8881356
555.9602111, 117.0512687, -41.1947743, 2.0840608, -0.0009501, 34.3259861, 0.8814750
556.9601395, 116.1799508, -41.6853467, 2.0831036, -0.0009645, 34.3516542, 0.8748644
557.9600680, 115.3081575, -42.1750801, 2.0821319, -0.0009789, 34.3771109, 0.8683034
558.9599964, 114.4358902, -42.6639529, 2.0811342, -0.0010181, 34.4023580, 0.8617916
559.9599248, 113.5631220, -43.1519396, 2.0800959, -0.0010586, 34.4273974, 0.8553287
560.9598533, 112.6898323, -43.6390051, 2.0790170, -0.0010992, 34.4522311, 0.8489141
561.9597817, 111.8160196, -44.1251038, 2.0778972, -0.0011407, 34.4768609, 0.8425477
562.9597102, 110.9416466, -44.6102090, 2.0767358, -0.0011823, 34.5012885, 0.8362291
563.9596386, 110.0666925, -45.0942847, 2.0755328, -0.0012238, 34.5255159, 0.8299578
564.9595670, 109.1911625, -45.5772809, 2.0742892, -0.0012636, 34.5495448, 0.8237336
565.9594955, 108.3150153, -46.0591747, 2.0730059, -0.0013032, 34.5733770, 0.8175560
566.9594239, 107.4382318, -46.5399314, 2.0716830, -0.0013428, 34.5970142, 0.8114248
567.9593523, 106.5608204, -47.0195012, 2.0703204, -0.0013825, 34.6204582, 0.8053395
568.9592808, 105.6827392, -47.4978619, 2.0689183, -0.0014221, 34.6437106, 0.7992999
569.9592092, 104.8039693, -47.9749785, 2.0674764, -0.0014617, 34.6667733, 0.7933056
570.9591377, 103.9245203, -48.4508007, 2.0659950, -0.0015014, 34.6896479, 0.7873562
571.9590661, 103.0443500, -48.9253065, 2.0644739, -0.0015411, 34.7123360, 0.7814515
572.9589945, 102.1634400, -49.3984605, 2.0629131, -0.0015807, 34.7348393, 0.7755910
573.9589230, 101.2818012, -49.8702119, 2.0613127, -0.0016204, 34.7571594, 0.7697745
574.9588514, 100.3993909, -50.3405387, 2.0596726, -0.0016600, 34.7792980, 0.7640016
575.9587798, 99.5161910, -50.8094055, 2.0579929, -0.0016996, 34.8012566, 0.7582720
576.9587083, 98.6322145, -51.2767605, 2.0562735, -0.0017394, 34.8230369, 0.7525854
577.9586367, 97.7474177, -51.7425820, 2.0545143, -0.0017792, 34.8446404, 0.7469414
578.9585652, 96.8617827, -52.2068344, 2.0527154, -0.0018190, 34.8660686, 0.7413397
579.9584936, 95.9753254, -52.6694645, 2.0508768, -0.0018584, 34.8873231, 0.7357801
580.9584220, 95.0880003, -53.1304514, 2.0489989, -0.0018978, 34.9084054, 0.7302621
581.9583505, 94.1997901, -53.5897598, 2.0470814, -0.0019372, 34.9293170, 0.7247856
582.9582789, 93.3107145, -54.0473350, 2.0451241, -0.0019778, 34.9500594, 0.7193500
583.9582073, 92.4207251, -54.5031565, 2.0431262, -0.0020183, 34.9706341, 0.7139553
584.9581358, 91.5298041, -54.9571877, 2.0410877, -0.0020589, 34.9910426, 0.7086010
585.9580642, 90.6379757, -55.4093714, 2.0390102, -0.0020964, 35.0112862, 0.7032869
586.9579927, 89.7451896, -55.8596906, 2.0368953, -0.0021337, 35.0313664, 0.6980126
587.9579211, 88.8514303, -56.3081113, 2.0347431, -0.0021709, 35.0512847, 0.6927779
588.9578495, 87.9567254, -56.7545760, 2.0325486, -0.0022190, 35.0710424, 0.6875824
589.9577780, 87.0610200, -57.1990605, 2.0303053, -0.0022679, 35.0906409, 0.6824259
590.9577064, 86.1642943, -57.6415198, 2.0280132, -0.0023167, 35.1100817, 0.6773081
591.9576348, 85.2665721, -58.0818862, 2.0256676, -0.0023755, 35.1293660, 0.6722287
592.9575633, 84.3677945, -58.5201249, 2.0232626, -0.0024349, 35.1484952, 0.6671873
593.9574917, 83.4679378, -58.9561811, 2.0207981, -0.0024944, 35.1674707, 0.6621838
594.9574202, 82.5670234, -59.3899786, 2.0182747, -0.0025526, 35.1862938, 0.6572177
595.9573486, 81.6649925, -59.8214810, 2.0156932, -0.0026108, 35.2049657, 0.6522890
596.9572770, 80.7618230, -60.2506344, 2.0130535, -0.0026689, 35.2234878, 0.6473971
597.9572055, 79.8575390, -60.6773628, 2.0103556, -0.0027273, 35.2418614, 0.6425420
598.9571339, 78.9520823, -61.1016294, 2.0075993, -0.0027857, 35.2600877, 0.6377233
599.9570623, 78.0454319, -61.5233794, 2.0047846, -0.0028441, 35.2781681, 0.6329407
600.9569908, 77.1376131, -61.9425366, 2.0019116, -0.0029024, 35.2961037, 0.6281940
601.9569192, 76.2285697, -62.3590628, 1.9989802, -0.0029608, 35.3138957, 0.6234829
602.9568477, 75.3182822, -62.7729027, 1.9959903, -0.0030192, 35.3315455, 0.6188071
603.9567761, 74.4067754, -63.1839808, 1.9929420, -0.0030780, 35.3490542, 0.6141664
604.9567045, 73.4939966, -63.5922565, 1.9898349, -0.0031367, 35.3664230, 0.6095605
605.9566330, 72.5799278, -63.9976734, 1.9866689, -0.0031955, 35.3836532, 0.6049891
606.9565614, 71.6645918, -64.4001574, 1.9834447, -0.0032535, 35.4007458, 0.6004520
607.9564898, 70.7479415, -64.7996656, 1.9801624, -0.0033114, 35.4177021, 0.5959489
608.9564183, 69.8299615, -65.1961416, 1.9768223, -0.0033694, 35.4345232, 0.5914796
609.9563467, 68.9106701, -65.5895140, 1.9734231, -0.0034296, 35.4512103, 0.5870438
610.9562751, 67.9900275, -65.9797347, 1.9699635, -0.0034901, 35.4677644, 0.5826413
611.9562036, 67.0680196, -66.3667440, 1.9664434, -0.0035506, 35.4841868, 0.5782718
612.9561320, 66.1446605, -66.7504712, 1.9628656, -0.0036051, 35.5004785, 0.5739351
613.9560605, 65.2199173, -67.1308701, 1.9592337, -0.0036591, 35.5166406, 0.5696309
614.9559889, 64.2937783, -67.5078872, 1.9555479, -0.0037131, 35.5326743, 0.5653590
615.9559173, 63.3662661, -67.8814594, 1.9518217, -0.0037373, 35.5485805, 0.5611191
616.9558458, 62.4373556, -68.2515665, 1.9480739, -0.0037589, 35.5643605, 0.5569110
617.9557742, 61.5070494, -68.6181839, 1.9443045, -0.0037805, 35.5800152, 0.5527345
618.9557026, 60.5753814, -68.9812749, 1.9405131, -0.0038029, 35.5955456, 0.5485892
619.9556311, 59.6423325, -69.3408233, 1.9366993, -0.0038254, 35.6109529, 0.5444751
620.9555595, 58.7079072, -69.6968031, 1.9328628, -0.0038480, 35.6262381, 0.5403918
621.9554880, 57.7721303, -70.0491804, 1.9290036, -0.0038711, 35.6414021, -6.5415074
622.9554164, 56.8349929, -70.3979343, 1.9251212, -0.0038942, 35.4574036, -11.7934225
623.9553448, 55.8965006, -70.7430378, 1.9212157, -0.0039175, 35.1232446, -11.7693956
624.9552733, 54.9566690, -71.0844605, 1.9172869, -0.0039406, 34.7865664, -11.7463805
625.9552017, 54.0154980, -71.4221779, 1.9133351, -0.0039637, 34.4472659, -11.7243592
626.9551301, 53.0729945, -71.7561629, 1.9093600, -0.0039870, 34.1052354, -11.7027492
627.9550586, 52.1291680, -72.0863872, 1.9053614, -0.0040108, 33.7603801, -11.6820962
628.9549870, 51.1840250, -72.4128237, 1.9013389, -0.0040348, 33.4125836, -11.6624678
629.9549155, 50.2375733, -72.7354441, 1.8972925, -0.0040588, 33.0617222, -11.6162891
630.9548439, 49.2898186, -73.0542174, 1.8932103, -0.0041087, 32.7085090, -11.5694697
631.9547723, 48.3407627, -73.3690942, 1.8890756, -0.0041613, 32.3528867, -11.5250007
632.9547008, 47.3904040, -73.6800195, 1.8848882, -0.0042140, 31.9947015, -11.2755913
633.9546292, 46.4387357, -73.9869107, 1.8805550, -0.0044736, 31.6403438, -11.0150270
634.9545576, 45.4857041, -74.2895417, 1.8759405, -0.0047560, 31.2903001, -10.7662047
635.9544861, 44.5312435, -74.5876371, 1.8710436, -0.0050385, 30.9443373, -10.2228593
636.9544145, 43.5752938, -74.8808742, 1.8657182, -0.0056464, 30.6122158, -9.6677249
637.9543430, 42.6176973, -75.1687112, 1.8597498, -0.0062912, 30.2947799, -9.1344093
638.9542714, 41.6582878, -75.4505248, 1.8531366, -0.0069357, 29.9917685, -8.8058651
639.9541998, 40.6970049, -75.7256904, 1.8459727, -0.0073719, 29.6967289, -8.5110050
640.9541283, 39.7336896, -75.9937711, 1.8383953, -0.0077841, 29.4087557, -8.2274338
641.9540567, 38.7682768, -76.2543564, 1.8304053, -0.0081966, 29.1276711, -7.9937003
642.9539851, 37.8007968, -76.5070174, 1.8220238, -0.0085627, 28.8519491, -7.7726070
643.9539136, 36.8311816, -76.7513871, 1.8132806, -0.0089250, 28.5813027, -7.5591024
644.9538420, 35.8594365, -76.9870910, 1.8041745, -0.0092888, 28.3156095, -7.3372610
645.9537705, 34.8854653, -77.2137742, 1.7946943, -0.0096739, 28.0553074, -7.1201830
646.9536989, 33.9094029, -77.4310124, 1.7848261, -0.0100640, 27.8003763, -6.9096731
647.9536273, 32.9313055, -77.6383959, 1.7745677, -0.0104562, 27.5507272, -6.7067259
648.9535558, 31.9508693, -77.8355866, 1.7639145, -0.0108491, 27.3062278, -6.5092492
649.9534842, 30.9684652, -78.0221070, 1.7528683, -0.0112448, 27.0668156, -6.3170057
650.9534126, 29.9842147, -78.1975367, 1.7414271, -0.0116433, 26.8324319, -6.1321967
651.9533411, 28.9976236, -78.3615563, 1.7295834, -0.0120412, 26.6029300, -5.9515912
652.9532695, 28.0092964, -78.5136578, 1.7173422, -0.0124426, 26.3782781, -5.7748833
653.9531979, 27.0194269, -78.6534137, 1.7047013, -0.0128475, 26.1584521, -5.6065876
654.9531264, 26.0273541, -78.7805052, 1.6916505, -0.0132491, 25.9432504, -5.4418214
655.9530548, 25.0338985, -78.8944158, 1.6781996, -0.0136541, 25.7326520, -5.2801082
656.9529833, 24.0393162, -78.9947201, 1.6643465, -0.0140628, 25.5266511, -5.1211479
657.9529117, 23.0428344, -79.0810798, 1.6500747, -0.0144753, 25.3252513, -4.9637664
658.9528401, 22.0454550, -79.1529869, 1.6353913, -0.0148931, 25.1285004, -4.8081639
659.9527686, 21.0475033, -79.2100132, 1.6202935, -0.0153157, 24.9364371, -4.6713815
660.9526970, 20.0481487, -79.2517807, 1.6047732, -0.0157154, 24.7484100, -4.5379155
661.9526254, 19.0485316, -79.2778294, 1.5888581, -0.0161166, 24.5643770, -4.4060679
662.9525539, 18.0490145, -79.2877645, 1.5725462, -0.0165216, 24.3843620, -4.2447739
663.9524823, 17.0488638, -79.2811761, 1.5557944, -0.0169817, 24.2096710, -4.0812831
664.9524108, 16.0492075, -79.2576094, 1.5385790, -0.0174515, 24.0405114, -3.9194260
665.9523392, 15.0504224, -79.2166178, 1.5208980, -0.0179238, 23.8769323, -3.7087202
666.9522676, 14.0520726, -79.1576947, 1.5026960, -0.0184850, 23.7211085, -3.4920931
667.9521961, 13.0551493, -79.0803404, 1.4839250, -0.0190601, 23.5734449, -3.2745821
668.9521245, 12.0600814, -78.9840221, 1.4645810, -0.0196387, 23.4341334, -3.0639964
669.9520529, 11.0668329, -78.8681555, 1.4446588, -0.0202058, 23.3030267, -2.8505019
670.9519814, 10.0762100, -78.7322562, 1.4241691, -0.0207777, 23.1803895, -2.6339440
671.9519098, 9.0886898, -78.5758173, 1.4031069, -0.0213533, 23.0664897, -2.4108726
672.9518383, 8.1047354, -78.3983311, 1.3814655, -0.0219374, 22.9617409, -2.1813849
673.9517667, 7.1248625, -78.1992964, 1.3592354, -0.0225280, 22.8665495, -1.9462011
674.9516951, 6.1496095, -77.9782147, 1.3364101, -0.0231220, 22.7812854, -1.9462011
675.9516236, 5.1800639, -77.7348341, 1.3133070, -0.0230762, 22.6957009, -1.8180476
676.9515520, 4.2161464, -77.4690838, 1.2902662, -0.0230113, 22.6154594, -1.6872923
677.9514804, 3.2582830, -77.1811277, 1.2672789, -0.0229539, 22.5407334, -1.5678392
678.9514089, 2.3078910, -76.8715280, 1.2445501, -0.0225153, 22.4710749, -1.2626401
679.9513373, 1.3643690, -76.5404954, 1.2222555, -0.0220794, 22.4148190, -0.9773193
680.9512658, 0.4280439, -76.1885806, 1.2003816, -0.0216581, 22.3711781, -0.7159816
681.9511942, -0.4997965, -75.8167232, 1.1789208, -0.0212825, 22.3391528, -0.4921663
682.9511226, -1.4198136, -75.4250815, 1.1578236, -0.0209167, 22.3171120, -0.2853293
683.9510511, -2.3317463, -75.0141412, 1.1370800, -0.0205615, 22.3043240, -0.0945730
684.9509795, -3.2344222, -74.5848342, 1.1167073, -0.0202020, 22.3000838, 0.0888406
685.9509079, -4.1285506, -74.1372305, 1.0966838, -0.0198493, 22.3040670, 0.2600019
686.9508364, -5.0139373, -73.6717978, 1.0770018, -0.0195050, 22.3157203, 0.4192108
687.9507648, -5.8894309, -73.1895231, 1.0576228, -0.0192713, 22.3344965, 0.5162934
688.9506933, -6.7557933, -72.6902851, 1.0384671, -0.0190442, 22.3575993, 0.6060516
689.9506217, -7.6128160, -72.1744410, 1.0195277, -0.0188243, 22.3846881, 0.6885977
690.9505501, -8.4593376, -71.6429478, 1.0007913, -0.0186662, 22.4154268, 0.7369254
691.9504786, -9.2961081, -71.0955446, 0.9822024, -0.0185153, 22.4482762, 0.7799463
692.9504070, -10.1229024, -70.5325339, 0.9637539, -0.0183719, 22.4829910, 0.8177091
693.9503354, -10.9386420, -69.9548378, 0.9454647, -0.0182226, 22.5193292, 0.8572698
694.9502639, -11.7439946, -69.3621757, 0.9273149, -0.0180806, 22.5573625, 0.8918417
695.9501923, -12.5387539, -68.7548535, 0.9092975, -0.0179463, 22.5968617, 0.9214581
696.9501208, -13.3220336, -68.1337259, 0.8914207, -0.0178202, 22.6376002, 0.9461004
697.9500492, -14.0943249, -67.4985752, 0.8736613, -0.0177022, 22.6793521, 0.9660121
698.9499776, -14.8554280, -66.8497015, 0.8560117, -0.0175924, 22.7219034, 0.9812342
699.9499061, -15.6046806, -66.1877903, 0.8384071, -0.0176279, 22.7650439, 0.9209375
700.9498345, -16.3422730, -65.5126645, 0.8207589, -0.0176720, 22.8054592, 0.8586709
701.9497629, -17.0679335, -64.8245014, 0.8030606, -0.0177225, 22.8430774, 0.7954995
702.9496914, -17.7810603, -64.1237976, 0.7852915, -0.0178253, 22.8778730, 0.7075430
703.9496198, -18.4816835, -63.4103961, 0.7674136, -0.0179341, 22.9087768, 0.6199452
704.9495482, -19.1695118, -62.6844271, 0.7494218, -0.0180474, 22.9358204, 0.5334587
705.9494767, -19.8439162, -61.9463598, 0.7312455, -0.0183190, 22.9590657, 0.3670285
706.9494051, -20.5047771, -61.1959637, 0.7127861, -0.0186036, 22.9750452, -2.1986930
707.9493336, -21.1516482, -60.4333042, 0.6940360, -0.0188953, 22.8791528, -4.0139637
708.9492620, -21.7838678, -59.6587016, 0.6749708, -0.0192440, 22.7030456, -3.9532048
709.9491904, -22.4011056, -58.8720262, 0.6555483, -0.0196051, 22.5282586, -3.8916519
710.9491189, -23.0028323, -58.0733631, 0.6357592, -0.0199751, 22.3548583, -3.8395752
711.9490473, -23.5884667, -57.2628730, 0.6156060, -0.0203342, 22.1824500, -3.7862963
712.9489757, -24.1574953, -56.4406509, 0.5950894, -0.0207033, 22.0111117, -3.7318925
713.9489042, -24.7093639, -55.6068515, 0.5741991, -0.0210826, 21.8409200, -3.6855749
714.9488326, -25.2435953, -54.7615088, 0.5529312, -0.0214533, 21.6715289, -3.6372149
715.9487611, -25.7595307, -53.9049640, 0.5312887, -0.0218363, 21.5030522, -3.5868531
716.9486895, -26.2565818, -53.0374638, 0.5092593, -0.0222320, 21.3356055, -3.5348707
717.9486179, -26.7343582, -52.1588840, 0.4868224, -0.0226395, 21.1692897, -3.4793185
718.9485464, -27.1920533, -51.2698448, 0.4639732, -0.0230634, 21.0043016, -3.4209678
719.9484748, -27.6290289, -50.3706885, 0.4406979, -0.0235019, 20.8408071, -3.3611961
720.9484032, -28.0449390, -49.4611073, 0.4169679, -0.0239522, 20.6789103, -3.2970202
721.9483317, -28.4388581, -48.5420212, 0.3927836, -0.0244210, 20.5188636, -3.2291792
722.9482601, -28.8101017, -47.6138871, 0.3681296, -0.0249066, 20.3608906, -3.1597657
723.9481886, -29.1583249, -46.6762342, 0.3429695, -0.0254041, 20.2051178, -3.0844687
724.9481170, -29.4825257, -45.7302925, 0.3173078, -0.0259236, 20.0518899, -3.0039614
725.9480454, -29.7819782, -44.7766610, 0.2911272, -0.0264632, 19.9015275, -2.9197931
726.9479739, -30.0562985, -43.8147197, 0.2643797, -0.0270188, 19.7542813, -2.8276692
727.9479023, -30.3044437, -42.8460345, 0.2370723, -0.0276005, 19.6106271, -2.7283455
728.9478307, -30.5256547, -41.8713650, 0.2091853, -0.0282057, 19.4710142, -2.6293272
729.9477592, -30.7194658, -40.8899684, 0.1806657, -0.0288145, 19.3355144, -2.5202777
730.9476876, -30.8848505, -39.9037712, 0.1515346, -0.0294527, 19.2047370, -2.4011764
731.9476161, -31.0210471, -38.9137193, 0.1217684, -0.0301190, 19.0793059, -2.2743522
732.9475445, -31.1274780, -37.9189867, 0.0912953, -0.0308054, 18.9597346, -2.1326662
733.9474729, -31.2031764, -36.9218887, 0.0601308, -0.0315291, 18.8469230, -1.9766000
734.9474014, -31.2473828, -35.9235708, 0.0282469, -0.0322861, 18.7417606, -1.8425083
735.9473298, -31.2593675, -34.9231880, -0.0044011, -0.0329744, 18.6431981, -1.6930728
736.9472582, -31.2383632, -33.9234513, -0.0377328, -0.0336961, 18.5521679, -1.5248999
737.9471867, -31.1837384, -32.9257116, -0.0717818, -0.0344568, 18.4697957, -1.4400438
738.9471151, -31.0947188, -31.9293550, -0.1065172, -0.0349691, 18.3916685, -1.3507868
739.9470436, -30.9709657, -30.9371586, -0.1417402, -0.0354864, 18.3180810, -1.2489539
740.9469720, -30.8121766, -29.9504690, -0.1774764, -0.0360302, 18.2497770, -1.2489539
741.9469004, -30.6179212, -28.9696420, -0.2135880, -0.0361724, 18.1812165, -1.1966033
742.9468289, -30.3883408, -27.9965521, -0.2498183, -0.0363010, 18.1152863, -1.1432648
743.9467573, -30.1235749, -27.0323523, -0.2861879, -0.0364446, 18.0520700, -1.0985003
744.9466857, -29.8241251, -26.0788505, -0.3222910, -0.0357669, 17.9911197, -0.7908358
745.9466142, -29.4906381, -25.1362666, -0.3577086, -0.0350821, 17.9471120, -0.5077832
746.9465426, -29.1240940, -24.2054721, -0.3924791, -0.0344372, 17.9187984, -0.2612869
747.9464710, -28.7261385, -23.2887474, -0.4265064, -0.0336587, 17.9042118, 0.0082442
748.9463995, -28.2973444, -22.3854658, -0.4597885, -0.0329173, 17.9046722, 0.2452926
749.9463279, -27.8388129, -21.4963399, -0.4923693, -0.0322240, 17.9183659, 0.4498930
750.9462564, -27.3523580, -20.6231999, -0.5240651, -0.0311980, 17.9434545, 0.7478806
751.9461848, -26.8387002, -19.7653087, -0.5547609, -0.0302033, 17.9850830, 1.0173592
752.9461132, -26.2991743, -18.9230291, -0.5844931, -0.0292507, 18.0415572, 1.2583593
753.9460417, -25.7356140, -18.0974143, -0.6132409, -0.0282677, 18.1111657, 1.4977408
754.9459701, -25.1487822, -17.2878279, -0.6410232, -0.0273045, 18.1936690, 1.7206634
755.9458985, -24.5399001, -16.4943540, -0.6678621, -0.0263676, 18.2879925, 1.9271563
756.9458270, -23.9106410, -15.7176167, -0.6937611, -0.0254493, 18.3930614, 2.1217521
757.9457554, -23.2616516, -14.9569397, -0.7187553, -0.0245455, 18.5080498, 2.3074440
758.9456839, -22.5940211, -14.2122378, -0.7428612, -0.0236613, 18.6322963, 2.4838340
759.9456123, -21.9093174, -13.4839220, -0.7660817, -0.0227969, 18.7651213, 2.6520524
760.9455407, -21.2079994, -12.7712038, -0.7884481, -0.0219409, 18.9059119, 2.8171938
761.9454692, -20.4910134, -12.0738520, -0.8099705, -0.0211026, 19.0543299, 2.9768275
762.9453976, -19.7598653, -11.3921993, -0.8307637, -0.0205003, 19.2099120, 3.0511463
763.9453260, -19.0146736, -10.7254717, -0.8509647, -0.0199058, 19.3680813, 3.1261877
764.9452545, -18.2561400, -10.0735240, -0.8705816, -0.0193210, 19.5288121, 3.2013211
765.9451829, -17.4855848, -9.4367074, -0.8896026, -0.0187352, 19.6920462, 3.2807453
766.9451114, -16.7030142, -8.8142590, -0.9080472, -0.0181576, 19.8579381, 3.3610211
767.9450398, -15.9090763, -8.2059752, -0.9259232, -0.0175894, 20.0264642, 3.4416338
768.9449682, -15.1049181, -7.6120118, -0.9432254, -0.0170249, 20.1975752, 3.5250581
769.9448967, -14.2906026, -7.0317061, -0.9599698, -0.0164671, 20.3713439, 3.6100612
770.9448251, -13.4667096, -6.4647982, -0.9761630, -0.0159173, 20.5477799, 3.6962558
771.9447535, -12.6341157, -5.9112196, -0.9918028, -0.0153679, 20.7268725, 3.6889878
772.9446820, -11.7930289, -5.3704454, -1.0068972, -0.0148237, 20.9040831, 3.6613224
773.9446104, -10.9439625, -4.8421635, -1.0214514, -0.0142824, 21.0784917, 3.6338645
774.9445389, -10.0875348, -4.3260830, -1.0353659, -0.0135496, 21.2501769, 3.6066124
775.9444673, -9.2241731, -3.8216411, -1.0485493, -0.0128195, 21.4192140, 3.5795648
776.9443957, -8.3544102, -3.3283044, -1.0610046, -0.0120931, 21.5856745, 3.5527200
777.9443242, -7.4787291, -2.8455114, -1.0727325, -0.0113639, 21.7496270, 3.5260765
778.9442526, -6.5976412, -2.3727123, -1.0837316, -0.0106360, 21.9111370, 3.4996328
779.9441810, -5.7116079, -1.9093276, -1.0940035, -0.0099103, 22.0702671, 3.4733874
780.9441095, -4.8209443, -1.4547041, -1.1035509, -0.0091849, 22.2270773, 3.4473389
781.9440379, -3.9261931, -1.0083049, -1.1123726, -0.0084598, 22.3816253, 3.4214857
782.9439664, -3.0277502, -0.5695160, -1.1204692, -0.0077356, 22.5339662, 3.3958264
783.9438948, -2.1258216, -0.1376329, -1.1278426, -0.0070113, 22.6841531, 3.3703595
784.9438232, -1.2209512, 0.2878861, -1.1344914, -0.0062871, 22.8322368, 3.3450836
